Address,Bit Index,Type,ID,Type(2),Address(2),Bit(2)
18,1,PLACEHOLD,,,,
18,2,T,4916,,,
18,3,T,4924,,,
18,4,T,5011,,,
18,5,T,5012,,,
18,6,T,5013,,,
18,7,T,5021,,,
19,0,T,5022,,,
19,1,T,5023,,,
19,2,T,5111,,,
19,3,T,5112,,,
19,4,T,5121,,,
19,5,T,5122,,,
19,6,T,5211,,,
19,7,T,5212,,,
20,0,T,5213,,,
20,1,T,5214,,,
20,2,T,5221,,,
20,3,T,5222,,,
20,4,T,5223,,,
20,5,T,5311,,,
20,6,T,5312,,,
20,7,T,5313,,,
21,0,T,5314,,,
21,1,T,5321,,,
21,2,T,5322,,,
21,3,T,5323,,,
21,4,T,5401,,,
21,5,T,5411,,,
21,6,T,5412,,,
21,7,T,5421,,,
22,0,T,5452,,,
22,1,T,5462,,,
22,2,T,5501,,,
22,3,T,5502,,,
22,4,T,5503,,,
22,5,T,5504,,,
22,6,T,5505,,,
22,7,T,5506,,,
23,0,T,5507,,,
23,1,T,5508,,,
23,2,T,5509,,,
23,3,T,5511,,,
23,4,T,5512,,,
23,5,T,5513,,,
23,6,T,5514,,,
23,7,T,5515,,,
24,0,T,5522,,,
24,1,T,5523,,,
24,2,T,5524,,,
24,3,T,5525,,,
24,4,T,5531,,,
24,5,T,5532,,,
24,6,T,5542,,,
24,7,T,5543,,,
25,0,T,PLACEHOLD,,,
25,1,T,5551,,,
25,2,T,5552,,,
25,3,T,5553,,,
25,4,T,5557,,,
25,5,T,5555,,,
25,6,T,5556,,,
25,7,T,5571,,,
26,0,T,5572,,,
26,1,T,5573,,,
26,2,T,5574,,,
26,3,T,5575,,,
26,4,T,5581,,,
26,5,T,5582,,,
26,6,T,5583,,,
26,7,T,5584,,,
27,0,T,5585,,,
27,1,PLACEHOLD,,,,
27,2,PLACEHOLD,,,,
27,3,B,91,,,
27,4,B,92,,,
27,5,B,97,,,
27,6,B,99,,,
27,7,B,100,,,
28,0,B,123,,,
28,1,B,140,,,
28,2,B,145,,,
28,3,B,147,,,
28,4,B,149,,,
28,5,B,150,,,
28,6,B,152,,,
28,7,B,154,,,
29,0,B,156,,,
29,1,B,158,,,
29,2,B,161,,,
29,3,B,162,,,
29,4,B,163,,,
29,5,B,164,,,
29,6,B,175,,,
29,7,B,177,,,
30,0,B,179,,,
30,1,,,,,
30,2,,,,,
30,3,,,,,
30,4,PLACEHOLD,,,,
30,5,,,,,
30,6,PLACEHOLD,,,,
30,7,PLACEHOLD,,,,
31,0,,,,,
31,1,,,,,
31,2,PLACEHOLD,,,,
31,3,PLACEHOLD,,,,
31,4,,,,,
31,5,,,,,
31,6,PLACEHOLD,,,,
31,7,PLACEHOLD,,,,
32,0,DGK,171,OFFK,32,1
32,1,OFFK,171,DGK,32,0
32,2,DGK,173,OFFK,32,3
32,3,OFFK,173,DGK,32,2
32,4,DGK,180,OFFK,32,5
32,5,OFFK,180,DGK,32,4
32,6,DGK,188,OFFK,32,7
32,7,OFFK,188,DGK,32,6
33,0,DGK,190,OFFK,33,1
33,1,OFFK,190,DGK,33,0
33,2,DGK,193,RGK,37,5
33,3,DGK,195,RGK,37,6
33,4,DGK,200,RGK,37,7
33,5,DKG,210,RGK,38,0
33,6,,,,,
33,7,,,,,
34,0,,,,,
34,1,,,,,
34,2,,,,,
34,3,,,,,
34,4,,,,,
34,5,,,,,
34,6,,,,,
34,7,,,,,
35,0,,,,,
35,1,,,,,
35,2,,,,,
35,3,,,,,
35,4,,,,,
35,5,,,,,
35,6,,,,,
35,7,,,,,
36,0,,,,,
36,1,,,,,
36,2,,,,,
36,3,,,,,
36,4,,,,,
36,5,PLACEHOLD,,,,
36,6,PLACEHOLD,,,,
36,7,PLACEHOLD,,,,
37,0,RGK,171,DGK,32,0
37,1,RGK,173,DGK,32,2
37,2,RGK,180,DGK,32,4
37,3,RGK,188,DGK,32,6
37,4,RGK,190,DGK,33,0
37,5,RGK,193,DGK,33,2
37,6,RGK,195,DGK,33,3
37,7,RGK,200,DGK,33,4
38,0,RGK,210,DGK,33,5
38,1,,,,,
38,2,,,,,
38,3,,,,,
38,4,,,,,
38,5,,,,,
38,6,,,,,
38,7,,,,,
39,0,,,,,
39,1,,,,,
39,2,,,,,
39,3,,,,,
39,4,,,,,
39,5,,,,,
39,6,,,,,
39,7,,,,,
40,0,,,,,
40,1,,,,,
40,2,,,,,
40,3,,,,,
40,4,,,,,
40,5,,,,,
40,6,,,,,
40,7,,,,,
41,0,PLACEHOLD,,,,
41,1,PLACEHOLD,,,,
41,2,PLACEHOLD,,,,
41,3,PLACEHOLD,,,,
41,4,PLACEHOLD,,,,
41,5,PLACEHOLD,,,,
41,6,PLACEHOLD,,,,
41,7,PLACEHOLD,,,,
42,0,NK,1072,,,
42,1,RK,1072,,,
42,2,NK,1073,,,
42,3,RK,1073,,,
42,4,NK,1075,,,
42,5,RK,1075,,,
42,6,NK,1080,,,
42,7,RK,1080,,,
43,0,NK,1081,,,
43,1,RK,1081,,,
43,2,NK,1082,,,
43,3,RK,1082,,,
43,4,NK,1083,,,
43,5,RK,1083,,,
43,6,NK,1084,,,
43,7,RK,1084,,,
44,0,NK,1085,,,
44,1,RK,1085,,,
44,2,NK,1086,,,
44,3,RK,1086,,,
44,4,NK,1087,,,
44,5,RK,1087,,,
44,6,NK,1088,,,
44,7,RK,1088,,,
45,0,NK,1089,,,
45,1,RK,1089,,,
45,2,NK,1090,,,
45,3,RK,1090,,,
45,4,NK,1091,,,
45,5,RK,1091,,,
45,6,NK,1092,,,
45,7,RK,1092,,,
46,0,NK,1093,,,
46,1,RK,1093,,,
46,2,NK,1094,,,
46,3,RK,1094,,,
46,4,NK,1095,,,
46,5,RK,1095,,,
46,6,NK,1096,,,
46,7,RK,1096,,,
47,0,NK,1097,,,
47,1,RK,1097,,,
47,2,NK,1098,,,
47,3,RK,1098,,,
47,4,NK,1099,,,
47,5,RK,1099,,,
47,6,NK,1100,,,
47,7,RK,1100,,,
48,0,NK,1104,,,
48,1,RK,1104,,,
48,2,NK,1105,,,
48,3,RK,1105,,,
48,4,NK,1106,,,
48,5,RK,1106,,,
48,6,NK,1511,,,
48,7,RK,1511,,,
49,0,NK,1565,,,
49,1,RK,1565,,,
49,2,PLACEHOLD,,,,
49,3,PLACEHOLD,,,,
49,4,PLACEHOLD,,,,
49,5,PLACEHOLD,,,,
49,6,PLACEHOLD,,,,
49,7,PLACEHOLD,,,,
50,0,T,31,,,
50,1,T,32,,,
50,2,T,33,,,
50,3,T,1.31,,,
50,4,T,231,,,
50,5,T,232,,,
50,6,T,233,,,
50,7,T,234,,,
51,0,T,331,,,
51,1,T,421,,,
51,2,T,531,,,
51,3,T,532,,,
51,4,T,731,,,
51,5,T,831,,,
51,6,T,5533,,,
51,7,T,5534,,,
52,0,T,5535,,,
52,1,T,5576,,,
52,2,T,5577,,,
52,3,T,5578,,,
52,4,T,5579,,,
52,5,T,5586,,,
52,6,T,5587,,,
52,7,T,5591,,,
53,0,T,5592,,,
53,1,T,5593,,,
53,2,T,5594,,,
53,3,T,5595,,,
53,4,T,5601,,,
53,5,T,5602,,,
53,6,T,5611,,,
53,7,T,5613,,,
54,0,T,5614,,,
54,1,T,5615,,,
54,2,T,5616,,,
54,3,T,5617,,,
54,4,T,5621,,,
54,5,T,5622,,,
54,6,T,5623,,,
54,7,T,5624,,,
55,0,T,5625,,,
55,1,T,5626,,,
55,2,T,5627,,,
55,3,T,5628,,,
55,4,T,5631,,,
55,5,T,5632,,,
55,6,T,5633,,,
55,7,T,5641,,,
56,0,T,5642,,,
56,1,T,5643,,,
56,2,T,5644,,,
56,3,T,5651,,,
56,4,T,5661,,,
56,5,T,235,,,
56,6,PLACEHOLD,,,,
56,7,PLACEHOLD,,,,
57,0,B,171,,,
57,1,B,173,,,
57,2,B,180,,,
57,3,B,188,,,
57,4,B,190,,,
57,5,B,193,,,
57,6,B,195,,,
57,7,B,200,,,
58,0,B,210,,,
58,1,,,,,
58,2,,,,,
58,3,,,,,
58,4,,,,,
58,5,,,,,
58,6,,,,,
58,7,,,,,
59,0,,,,,
59,1,,,,,
59,2,,,,,
59,3,,,,,
59,4,,,,,
59,5,,,,,
59,6,,,,,
59,7,,,,,
60,0,,,,,
60,1,,,,,
60,2,,,,,
60,3,,,,,
60,4,,,,,
60,5,,,,,
60,6,,,,,
60,7,,,,,
61,0,,,,,
61,1,,,,,
61,2,,,,,
61,3,,,,,
61,4,,,,,
61,5,,,,,
61,6,,,,,
61,7,,,,,
62,0,,,,,
62,1,,,,,
62,2,,,,,
62,3,,,,,
62,4,,,,,
62,5,,,,,
62,6,,,,,
62,7,,,,,
63,0,,,,,
63,1,,,,,
63,2,,,,,
63,3,,,,,
63,4,,,,,
63,5,,,,,
63,6,,,,,
63,7,,,,,
64,0,,,,,
64,1,,,,,
64,2,,,,,
64,3,,,,,
64,4,,,,,
64,5,,,,,
64,6,,,,,
64,7,,,,,
65,0,,,,,
65,1,,,,,
65,2,,,,,
65,3,,,,,
65,4,,,,,
65,5,,,,,
65,6,,,,,
65,7,,,,,
66,0,,,,,
66,1,,,,,
66,2,,,,,
66,3,,,,,
66,4,,,,,
66,5,,,,,
66,6,,,,,
66,7,,,,,
67,0,,,,,
67,1,,,,,
67,2,,,,,
67,3,,,,,
67,4,,,,,
67,5,,,,,
67,6,,,,,
67,7,,,,,
68,0,,,,,
68,1,,,,,
68,2,,,,,
68,3,,,,,
68,4,,,,,
68,5,,,,,
68,6,,,,,
68,7,,,,,
69,0,,,,,
69,1,,,,,
69,2,,,,,
69,3,,,,,
69,4,,,,,
69,5,,,,,
69,6,,,,,
69,7,,,,,
70,0,,,,,
70,1,,,,,
70,2,,,,,
70,3,,,,,
70,4,,,,,
70,5,,,,,
70,6,,,,,
70,7,,,,,
71,0,,,,,
71,1,,,,,
71,2,,,,,
71,3,,,,,
71,4,,,,,
71,5,,,,,
71,6,,,,,
71,7,,,,,
72,0,,,,,
72,1,,,,,
72,2,,,,,
72,3,,,,,
72,4,,,,,
72,5,,,,,
72,6,,,,,
72,7,,,,,
73,0,,,,,
73,1,,,,,
73,2,,,,,
73,3,,,,,
73,4,,,,,
73,5,,,,,
73,6,,,,,
73,7,,,,,
74,0,,,,,
74,1,,,,,
74,2,,,,,
74,3,,,,,
74,4,,,,,
74,5,,,,,
74,6,,,,,
74,7,,,,,
75,0,,,,,
75,1,,,,,
75,2,,,,,
75,3,,,,,
75,4,,,,,
75,5,,,,,
75,6,,,,,
75,7,,,,,
76,0,,,,,
76,1,,,,,
76,2,,,,,
76,3,,,,,
76,4,,,,,
76,5,,,,,
76,6,,,,,
76,7,,,,,
77,0,,,,,
77,1,,,,,
77,2,,,,,
77,3,,,,,
77,4,,,,,
77,5,,,,,
77,6,,,,,
77,7,,,,,
78,0,,,,,
78,1,,,,,
78,2,,,,,
78,3,,,,,
78,4,,,,,
78,5,,,,,
78,6,,,,,
78,7,,,,,
79,0,,,,,
79,1,,,,,
79,2,,,,,
79,3,,,,,
79,4,,,,,
79,5,,,,,
79,6,,,,,
79,7,,,,,
80,0,,,,,
80,1,,,,,
80,2,,,,,
80,3,,,,,
80,4,,,,,
80,5,,,,,
80,6,,,,,
80,7,,,,,
81,0,,,,,
81,1,,,,,
81,2,,,,,
81,3,,,,,
81,4,,,,,
81,5,,,,,
81,6,,,,,
81,7,,,,,
82,0,,,,,
82,1,,,,,
82,2,,,,,
82,3,,,,,
82,4,,,,,
82,5,,,,,
82,6,,,,,
82,7,,,,,
83,0,,,,,
83,1,,,,,
83,2,,,,,
83,3,,,,,
83,4,,,,,
83,5,,,,,
83,6,,,,,
83,7,,,,,
84,0,,,,,
84,1,,,,,
84,2,,,,,
84,3,,,,,
84,4,,,,,
84,5,,,,,
84,6,,,,,
84,7,,,,,
85,0,,,,,
85,1,,,,,
85,2,,,,,
85,3,,,,,
85,4,,,,,
85,5,,,,,
85,6,,,,,
85,7,,,,,
86,0,,,,,
86,1,,,,,
86,2,,,,,
86,3,,,,,
86,4,,,,,
86,5,,,,,
86,6,,,,,
86,7,,,,,
87,0,,,,,
87,1,,,,,
87,2,,,,,
87,3,,,,,
87,4,,,,,
87,5,,,,,
87,6,,,,,
87,7,,,,,
88,0,,,,,
88,1,,,,,
88,2,,,,,
88,3,,,,,
88,4,,,,,
88,5,,,,,
88,6,,,,,
88,7,,,,,
89,0,,,,,
89,1,,,,,
89,2,,,,,
89,3,,,,,
89,4,,,,,
89,5,,,,,
89,6,,,,,
89,7,,,,,
90,0,,,,,
90,1,,,,,
90,2,,,,,
90,3,,,,,
90,4,,,,,
90,5,,,,,
90,6,,,,,
90,7,,,,,
91,0,,,,,
91,1,,,,,
91,2,,,,,
91,3,,,,,
91,4,,,,,
91,5,,,,,
91,6,,,,,
91,7,,,,,
92,0,,,,,
92,1,,,,,
92,2,,,,,
92,3,,,,,
92,4,,,,,
92,5,,,,,
92,6,,,,,
92,7,,,,,
93,0,,,,,
93,1,,,,,
93,2,,,,,
93,3,,,,,
93,4,,,,,
93,5,,,,,
93,6,,,,,
93,7,,,,,
94,0,,,,,
94,1,,,,,
94,2,,,,,
94,3,,,,,
94,4,,,,,
94,5,,,,,
94,6,,,,,
94,7,,,,,
95,0,,,,,
95,1,,,,,
95,2,,,,,
95,3,,,,,
95,4,,,,,
95,5,,,,,
95,6,,,,,
95,7,,,,,
96,0,,,,,
96,1,,,,,
96,2,,,,,
96,3,,,,,
96,4,,,,,
96,5,,,,,
96,6,,,,,
96,7,,,,,
97,0,,,,,
97,1,,,,,
97,2,,,,,
97,3,,,,,
97,4,,,,,
97,5,,,,,
97,6,,,,,
97,7,,,,,
98,0,,,,,
98,1,,,,,
98,2,,,,,
98,3,,,,,
98,4,,,,,
98,5,,,,,
98,6,,,,,
98,7,,,,,
99,0,,,,,
99,1,,,,,
99,2,,,,,
99,3,,,,,
99,4,,,,,
99,5,,,,,
99,6,,,,,
99,7,,,,,
100,0,,,,,
100,1,,,,,
100,2,,,,,
100,3,,,,,
100,4,,,,,
100,5,,,,,
100,6,,,,,
100,7,,,,,
101,0,,,,,
101,1,,,,,
101,2,,,,,
101,3,,,,,
101,4,,,,,
101,5,,,,,
101,6,,,,,
101,7,,,,,
102,0,,,,,
102,1,,,,,
102,2,,,,,
102,3,,,,,
102,4,,,,,
102,5,,,,,
102,6,,,,,
102,7,,,,,
103,0,,,,,
103,1,,,,,
103,2,,,,,
103,3,,,,,
103,4,,,,,
103,5,,,,,
103,6,,,,,
103,7,,,,,
104,0,,,,,
104,1,,,,,
104,2,,,,,
104,3,,,,,
104,4,,,,,
104,5,,,,,
104,6,,,,,
104,7,,,,,
105,0,,,,,
105,1,,,,,
105,2,,,,,
105,3,,,,,
105,4,,,,,
105,5,,,,,
105,6,,,,,
105,7,,,,,
106,0,,,,,
106,1,,,,,
106,2,,,,,
106,3,,,,,
106,4,,,,,
106,5,,,,,
106,6,,,,,
106,7,,,,,
107,0,,,,,
107,1,,,,,
107,2,,,,,
107,3,,,,,
107,4,,,,,
107,5,,,,,
107,6,,,,,
107,7,,,,,
108,0,,,,,
108,1,,,,,
108,2,,,,,
108,3,,,,,
108,4,,,,,
108,5,,,,,
108,6,,,,,
108,7,,,,,
109,0,,,,,
109,1,,,,,
109,2,,,,,
109,3,,,,,
109,4,,,,,
109,5,,,,,
109,6,,,,,
109,7,,,,,
110,0,,,,,
110,1,,,,,
110,2,,,,,
110,3,,,,,
110,4,,,,,
110,5,,,,,
110,6,,,,,
110,7,,,,,
111,0,,,,,
111,1,,,,,
111,2,,,,,
111,3,,,,,
111,4,,,,,
111,5,,,,,
111,6,,,,,
111,7,,,,,
112,0,,,,,
112,1,,,,,
112,2,,,,,
112,3,,,,,
112,4,,,,,
112,5,,,,,
112,6,,,,,
112,7,,,,,
113,0,,,,,
113,1,,,,,
113,2,,,,,
113,3,,,,,
113,4,,,,,
113,5,,,,,
113,6,,,,,
113,7,,,,,
114,0,,,,,
114,1,,,,,
114,2,,,,,
114,3,,,,,
114,4,,,,,
114,5,,,,,
114,6,,,,,
114,7,,,,,
115,0,,,,,
115,1,,,,,
115,2,,,,,
115,3,,,,,
115,4,,,,,
115,5,,,,,
115,6,,,,,
115,7,,,,,
116,0,,,,,
116,1,,,,,
116,2,,,,,
116,3,,,,,
116,4,,,,,
116,5,,,,,
116,6,,,,,
116,7,,,,,
117,0,,,,,
117,1,,,,,
117,2,,,,,
117,3,,,,,
117,4,,,,,
117,5,,,,,
117,6,,,,,
117,7,,,,,
118,0,,,,,
118,1,,,,,
118,2,,,,,
118,3,,,,,
118,4,,,,,
118,5,,,,,
118,6,,,,,
118,7,,,,,
119,0,,,,,
119,1,,,,,
119,2,,,,,
119,3,,,,,
119,4,,,,,
119,5,,,,,
119,6,,,,,
119,7,,,,,
120,0,,,,,
120,1,,,,,
120,2,,,,,
120,3,,,,,
120,4,,,,,
120,5,,,,,
120,6,,,,,
120,7,,,,,
121,0,,,,,
121,1,,,,,
121,2,,,,,
121,3,,,,,
121,4,,,,,
121,5,,,,,
121,6,,,,,
121,7,,,,,
122,0,,,,,
122,1,,,,,
122,2,,,,,
122,3,,,,,
122,4,,,,,
122,5,,,,,
122,6,,,,,
122,7,,,,,
123,0,,,,,
123,1,,,,,
123,2,,,,,
123,3,,,,,
123,4,,,,,
123,5,,,,,
123,6,,,,,
123,7,,,,,
124,0,,,,,
124,1,,,,,
124,2,,,,,
124,3,,,,,
124,4,,,,,
124,5,,,,,
124,6,,,,,
124,7,,,,,
125,0,,,,,
125,1,,,,,
125,2,,,,,
125,3,,,,,
125,4,,,,,
125,5,,,,,
125,6,,,,,
125,7,,,,,
126,0,,,,,
126,1,,,,,
126,2,,,,,
126,3,,,,,
126,4,,,,,
126,5,,,,,
126,6,,,,,
126,7,,,,,
127,0,,,,,
127,1,,,,,
127,2,,,,,
127,3,,,,,
127,4,,,,,
127,5,,,,,
127,6,,,,,
127,7,,,,,
128,0,,,,,
128,1,,,,,
128,2,,,,,
128,3,,,,,
128,4,,,,,
128,5,,,,,
128,6,,,,,
128,7,,,,,
129,0,,,,,
129,1,,,,,
129,2,,,,,
129,3,,,,,
129,4,,,,,
129,5,,,,,
129,6,,,,,
129,7,,,,,
130,0,,,,,
130,1,,,,,
130,2,,,,,
130,3,,,,,
130,4,,,,,
130,5,,,,,
130,6,,,,,
130,7,,,,,
131,0,,,,,
131,1,,,,,
131,2,,,,,
131,3,,,,,
131,4,,,,,
131,5,,,,,
131,6,,,,,
131,7,,,,,
132,0,,,,,
132,1,,,,,
132,2,,,,,
132,3,,,,,
132,4,,,,,
132,5,,,,,
132,6,,,,,
132,7,,,,,
133,0,,,,,
133,1,,,,,
133,2,,,,,
133,3,,,,,
133,4,,,,,
133,5,,,,,
133,6,,,,,
133,7,,,,,
134,0,,,,,
134,1,,,,,
134,2,,,,,
134,3,,,,,
134,4,,,,,
134,5,,,,,
134,6,,,,,
134,7,,,,,
135,0,,,,,
135,1,,,,,
135,2,,,,,
135,3,,,,,
135,4,,,,,
135,5,,,,,
135,6,,,,,
135,7,,,,,
136,0,,,,,
136,1,,,,,
136,2,,,,,
136,3,,,,,
136,4,,,,,
136,5,,,,,
136,6,,,,,
136,7,,,,,
137,0,,,,,
137,1,,,,,
137,2,,,,,
137,3,,,,,
137,4,,,,,
137,5,,,,,
137,6,,,,,
137,7,,,,,
138,0,,,,,
138,1,,,,,
138,2,,,,,
138,3,,,,,
138,4,,,,,
138,5,,,,,
138,6,,,,,
138,7,,,,,
139,0,,,,,
139,1,,,,,
139,2,,,,,
139,3,,,,,
139,4,,,,,
139,5,,,,,
139,6,,,,,
139,7,,,,,
140,0,,,,,
140,1,,,,,
140,2,,,,,
140,3,,,,,
140,4,,,,,
140,5,,,,,
140,6,,,,,
140,7,,,,,
141,0,,,,,
141,1,,,,,
141,2,,,,,
141,3,,,,,
141,4,,,,,
141,5,,,,,
141,6,,,,,
141,7,,,,,
142,0,,,,,
142,1,,,,,
142,2,,,,,
142,3,,,,,
142,4,,,,,
142,5,,,,,
142,6,,,,,
142,7,,,,,
143,0,,,,,
143,1,,,,,
143,2,,,,,
143,3,,,,,
143,4,,,,,
143,5,,,,,
143,6,,,,,
143,7,,,,,
144,0,,,,,
144,1,,,,,
144,2,,,,,
144,3,,,,,
144,4,,,,,
144,5,,,,,
144,6,,,,,
144,7,,,,,
145,0,,,,,
145,1,,,,,
145,2,,,,,
145,3,,,,,
145,4,,,,,
145,5,,,,,
145,6,,,,,
145,7,,,,,
146,0,,,,,
146,1,,,,,
146,2,,,,,
146,3,,,,,
146,4,,,,,
146,5,,,,,
146,6,,,,,
146,7,,,,,
147,0,,,,,
147,1,,,,,
147,2,,,,,
147,3,,,,,
147,4,,,,,
147,5,,,,,
147,6,,,,,
147,7,,,,,
148,0,,,,,
148,1,,,,,
148,2,,,,,
148,3,,,,,
148,4,,,,,
148,5,,,,,
148,6,,,,,
148,7,,,,,
149,0,,,,,
149,1,,,,,
149,2,,,,,
149,3,,,,,
149,4,,,,,
149,5,,,,,
149,6,,,,,
149,7,,,,,
150,0,,,,,
150,1,,,,,
150,2,,,,,
150,3,,,,,
150,4,,,,,
150,5,,,,,
150,6,,,,,
150,7,,,,,
151,0,,,,,
151,1,,,,,
151,2,,,,,
151,3,,,,,
151,4,,,,,
151,5,,,,,
151,6,,,,,
151,7,,,,,
152,0,,,,,
152,1,,,,,
152,2,,,,,
152,3,,,,,
152,4,,,,,
152,5,,,,,
152,6,,,,,
152,7,,,,,
153,0,,,,,
153,1,,,,,
153,2,,,,,
153,3,,,,,
153,4,,,,,
153,5,,,,,
153,6,,,,,
153,7,,,,,
154,0,,,,,
154,1,,,,,
154,2,,,,,
154,3,,,,,
154,4,,,,,
154,5,,,,,
154,6,,,,,
154,7,,,,,
155,0,,,,,
155,1,,,,,
155,2,,,,,
155,3,,,,,
155,4,,,,,
155,5,,,,,
155,6,,,,,
155,7,,,,,
156,0,,,,,
156,1,,,,,
156,2,,,,,
156,3,,,,,
156,4,,,,,
156,5,,,,,
156,6,,,,,
156,7,,,,,
157,0,,,,,
157,1,,,,,
157,2,,,,,
157,3,,,,,
157,4,,,,,
157,5,,,,,
157,6,,,,,
157,7,,,,,
158,0,,,,,
158,1,,,,,
158,2,,,,,
158,3,,,,,
158,4,,,,,
158,5,,,,,
158,6,,,,,
158,7,,,,,
159,0,,,,,
159,1,,,,,
159,2,,,,,
159,3,,,,,
159,4,,,,,
159,5,,,,,
159,6,,,,,
159,7,,,,,
160,0,,,,,
160,1,,,,,
160,2,,,,,
160,3,,,,,
160,4,,,,,
160,5,,,,,
160,6,,,,,
160,7,,,,,
161,0,,,,,
161,1,,,,,
161,2,,,,,
161,3,,,,,
161,4,,,,,
161,5,,,,,
161,6,,,,,
161,7,,,,,
162,0,,,,,
162,1,,,,,
162,2,,,,,
162,3,,,,,
162,4,,,,,
162,5,,,,,
162,6,,,,,
162,7,,,,,
163,0,,,,,
163,1,,,,,
163,2,,,,,
163,3,,,,,
163,4,,,,,
163,5,,,,,
163,6,,,,,
163,7,,,,,
164,0,,,,,
164,1,,,,,
164,2,,,,,
164,3,,,,,
164,4,,,,,
164,5,,,,,
164,6,,,,,
164,7,,,,,
165,0,,,,,
165,1,,,,,
165,2,,,,,
165,3,,,,,
165,4,,,,,
165,5,,,,,
165,6,,,,,
165,7,,,,,
166,0,,,,,
